"","SIGLA_UF","NOME_MUNICIPIO","SIGLA_PARTIDO","NOME_PARTIDO","QTDE_VOTOS_NOMINAIS","leftist_party","date"
"14502","RS","MINAS DO LEÃO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",2237,1,"2012-10-07"
"14503","RS","PASSO DO SOBRADO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",2110,1,"2012-10-07"
"14504","RS","PEDRO OSÓRIO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",328,1,"2012-10-07"
"14505","RS","ROSÁRIO DO SUL","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",7720,1,"2012-10-07"
"14506","RS","SANTO AUGUSTO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",5648,1,"2012-10-07"
"14507","RS","SÃO SEPÉ","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",3925,1,"2012-10-07"
"14508","RS","ALMIRANTE TAMANDARÉ DO SUL","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",820,1,"2012-10-07"
"14509","RS","QUATRO IRMÃOS","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",739,1,"2012-10-07"
"14510","RS","TRIUNFO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",10885,1,"2012-10-07"
"14511","RS","SANTA MARGARIDA DO SUL","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",1751,1,"2012-10-07"
"14512","RS","PINTO BANDEIRA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",1540,1,"2012-10-07"
"14513","RS","VENÂNCIO AIRES","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",27154,1,"2012-10-07"
"14514","RS","VICTOR GRAEFF","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",1259,1,"2012-10-07"
"14515","RS","TRINDADE DO SUL","PT","PARTIDO DOS TRABALHADORES",2058,1,"2012-10-07"
"14516","RS","BROCHIER","PT","PARTIDO DOS TRABALHADORES",1672,1,"2012-10-07"
"14517","RS","TERRA DE AREIA","PT","PARTIDO DOS TRABALHADORES",275,1,"2012-10-07"
"14518","RS","CACEQUI","PT","PARTIDO DOS TRABALHADORES",3069,1,"2012-10-07"
"14519","RS","RIOZINHO","PT","PARTIDO DOS TRABALHADORES",1298,1,"2012-10-07"
"14520","RS","RELVADO","PT","PARTIDO DOS TRABALHADORES",988,1,"2012-10-07"
"14521","RS","COXILHA","PT","PARTIDO DOS TRABALHADORES",440,1,"2012-10-07"
"14522","RS","GARIBALDI","PT","PARTIDO DOS TRABALHADORES",5157,1,"2012-10-07"
"14523","RS","ENGENHO VELHO","PT","PARTIDO DOS TRABALHADORES",624,1,"2012-10-07"
"14524","RS","ILÓPOLIS","PT","PARTIDO DOS TRABALHADORES",113,1,"2012-10-07"
"14525","RS","ITAQUI","PT","PARTIDO DOS TRABALHADORES",4004,1,"2012-10-07"
"14526","RS","JAGUARÃO","PT","PARTIDO DOS TRABALHADORES",9343,1,"2012-10-07"
"14527","RS","PONTÃO","PT","PARTIDO DOS TRABALHADORES",1532,1,"2012-10-07"
"14528","RS","PINHEIRO MACHADO","PT","PARTIDO DOS TRABALHADORES",0,1,"2012-10-07"
"14529","RS","TIRADENTES DO SUL","PT","PARTIDO DOS TRABALHADORES",2682,1,"2012-10-07"
"14530","RS","SALVADOR DO SUL","PT","PARTIDO DOS TRABALHADORES",495,1,"2012-10-07"
"14531","RS","SÃO BORJA","PT","PARTIDO DOS TRABALHADORES",5848,1,"2012-10-07"
"14532","RS","MARQUES DE SOUZA","PT","PARTIDO DOS TRABALHADORES",1293,1,"2012-10-07"
"14533","RS","SAPUCAIA DO SUL","PT","PARTIDO DOS TRABALHADORES",19251,1,"2012-10-07"
"14534","RS","TAPEJARA","PT","PARTIDO DOS TRABALHADORES",6098,1,"2012-10-07"
"14535","RS","ALVORADA","PTB","PARTIDO TRABALHISTA BRASILEIRO",23211,0,"2012-10-07"
"14536","RS","ARATIBA","PTB","PARTIDO TRABALHISTA BRASILEIRO",2766,0,"2012-10-07"
"14537","RS","CACEQUI","PTB","PARTIDO TRABALHISTA BRASILEIRO",4779,0,"2012-10-07"
"14538","RS","MONTAURI","PTB","PARTIDO TRABALHISTA BRASILEIRO",796,0,"2012-10-07"
"14539","RS","MANOEL VIANA","PTB","PARTIDO TRABALHISTA BRASILEIRO",347,0,"2012-10-07"
"14540","RS","MARATÁ","PTB","PARTIDO TRABALHISTA BRASILEIRO",994,0,"2012-10-07"
"14541","RS","IBIRAIARAS","PTB","PARTIDO TRABALHISTA BRASILEIRO",2479,0,"2012-10-07"
"14542","RS","IGREJINHA","PTB","PARTIDO TRABALHISTA BRASILEIRO",6616,0,"2012-10-07"
"14543","RS","NOVA PETRÓPOLIS","PTB","PARTIDO TRABALHISTA BRASILEIRO",5452,0,"2012-10-07"
"14544","RS","SÃO JOSÉ DAS MISSÕES","PTB","PARTIDO TRABALHISTA BRASILEIRO",1047,0,"2012-10-07"
"14545","RS","HERVEIRAS","PTB","PARTIDO TRABALHISTA BRASILEIRO",1380,0,"2012-10-07"
"14546","RS","SAPUCAIA DO SUL","PTB","PARTIDO TRABALHISTA BRASILEIRO",9165,0,"2012-10-07"
"14547","RS","CAPÃO BONITO DO SUL","PTB","PARTIDO TRABALHISTA BRASILEIRO",659,0,"2012-10-07"
"14548","RS","ÁUREA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1333,0,"2012-10-07"
"14549","RS","SÃO JORGE","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1110,0,"2012-10-07"
"14550","RS","BOQUEIRÃO DO LEÃO","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",2760,0,"2012-10-07"
"14551","RS","ÁGUA SANTA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1573,0,"2012-10-07"
"14552","RS","BROCHIER","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1937,0,"2012-10-07"
"14553","RS","ALPESTRE","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",3341,0,"2012-10-07"
"14554","RS","NOVA ESPERANÇA DO SUL","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1940,0,"2012-10-07"
"14555","RS","BRAGA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1635,0,"2012-10-07"
"14556","RS","SALDANHA MARINHO","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1052,0,"2012-10-07"
"14557","RS","CIDREIRA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",3810,0,"2012-10-07"
"14558","RS","CÂNDIDO GODÓI","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",2453,0,"2012-10-07"
"14559","RS","CIRÍACO","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",2011,0,"2012-10-07"
"14560","RS","DAVID CANABARRO","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1838,0,"2012-10-07"
"14561","RS","ENCRUZILHADA DO SUL","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",2677,0,"2012-10-07"
"14562","RS","ERVAL GRANDE","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1248,0,"2012-10-07"
"14563","RS","FELIZ","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",4931,0,"2012-10-07"
"14564","RS","DERRUBADAS","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",2012,0,"2012-10-07"
"14565","RS","GRAVATAÍ","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",25093,0,"2012-10-07"
"14566","RS","GUARANI DAS MISSÕES","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",2548,0,"2012-10-07"
"14567","RS","MARIANA PIMENTEL","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1496,0,"2012-10-07"
"14568","RS","MONTE BELO DO SUL","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1305,0,"2012-10-07"
"14569","RS","MAXIMILIANO DE ALMEIDA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1696,0,"2012-10-07"
"14570","RS","SÃO JOÃO DO POLÊSINE","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1144,0,"2012-10-07"
"14571","RS","SÃO JOSÉ DOS AUSENTES","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1445,0,"2012-10-07"
"14572","RS","TUPANCI DO SUL","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",684,0,"2012-10-07"
"14573","RS","RODEIO BONITO","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1986,0,"2012-10-07"
"14574","RS","FLORIANO PEIXOTO","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",878,0,"2012-10-07"
"14575","RS","SANTA MARIA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",23612,0,"2012-10-07"
"14576","RS","SANTANA DO LIVRAMENTO","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",8270,0,"2012-10-07"
"14577","RS","UNISTALDA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1104,0,"2012-10-07"
"14578","RS","NOVA RAMADA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1007,0,"2012-10-07"
"14579","RS","SÃO NICOLAU","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",2115,0,"2012-10-07"
"14580","RS","BALNEÁRIO PINHAL","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",3391,0,"2012-10-07"
"14581","RS","ALMIRANTE TAMANDARÉ DO SUL","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",974,0,"2012-10-07"
"14582","RS","SEVERIANO DE ALMEIDA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1564,0,"2012-10-07"
"14583","RS","COQUEIRO BAIXO","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",759,0,"2012-10-07"
"14584","RS","PINHAL DA SERRA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1187,0,"2012-10-07"
"14585","RS","PORTO ALEGRE","PSL","PARTIDO SOCIAL LIBERAL",302,0,"2012-10-07"
"14586","RS","CANOAS","PTN","PARTIDO TRABALHISTA NACIONAL",6419,0,"2012-10-07"
"14587","RS","JÓIA","PSC","PARTIDO SOCIAL CRISTÃO",3225,0,"2012-10-07"
"14588","RS","ESTRELA","PPS","PARTIDO POPULAR SOCIALISTA",1741,0,"2012-10-07"
"14589","RS","COXILHA","PPS","PARTIDO POPULAR SOCIALISTA",998,0,"2012-10-07"
"14590","RS","NOVO TIRADENTES","PPS","PARTIDO POPULAR SOCIALISTA",728,0,"2012-10-07"
"14591","RS","PASSO FUNDO","PPS","PARTIDO POPULAR SOCIALISTA",21177,0,"2012-10-07"
"14592","RS","SÃO LEOPOLDO","PPS","PARTIDO POPULAR SOCIALISTA",1073,0,"2012-10-07"
"14593","RS","SÃO LEOPOLDO","PPS","PARTIDO POPULAR SOCIALISTA",1156,0,"2012-10-07"
"14594","RS","BOA VISTA DO INCRA","PPS","PARTIDO POPULAR SOCIALISTA",5,0,"2012-10-07"
"14595","RS","BENTO GONÇALVES","DEM","DEMOCRATAS",1478,0,"2012-10-07"
"14596","RS","CAXIAS DO SUL","DEM","DEMOCRATAS",2920,0,"2012-10-07"
"14597","RS","POÇO DAS ANTAS","DEM","DEMOCRATAS",876,0,"2012-10-07"
"14598","RS","MORRO REDONDO","DEM","DEMOCRATAS",2623,0,"2012-10-07"
"14599","RS","ENCRUZILHADA DO SUL","DEM","DEMOCRATAS",4469,0,"2012-10-07"
"14600","RS","CARLOS GOMES","DEM","DEMOCRATAS",811,0,"2012-10-07"
"14601","RS","PELOTAS","DEM","DEMOCRATAS",6429,0,"2012-10-07"
"14602","RS","TURUÇU","DEM","DEMOCRATAS",1903,0,"2012-10-07"
"14603","RS","SAPUCAIA DO SUL","DEM","DEMOCRATAS",2267,0,"2012-10-07"
"14604","RS","JAGUARÃO","PSB","PARTIDO SOCIALISTA BRASILEIRO",1603,1,"2012-10-07"
"14605","RS","PELOTAS","PSB","PARTIDO SOCIALISTA BRASILEIRO",5156,1,"2012-10-07"
"14606","RS","VALE VERDE","PSB","PARTIDO SOCIALISTA BRASILEIRO",1488,1,"2012-10-07"
"14607","RS","TUPANCIRETÃ","PSB","PARTIDO SOCIALISTA BRASILEIRO",4621,1,"2012-10-07"
"14608","RS","LAJEADO","PV","PARTIDO VERDE",1928,1,"2012-10-07"
"14609","RS","PAULO BENTO","PV","PARTIDO VERDE",1016,1,"2012-10-07"
"14610","RS","ERNESTINA","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",1112,0,"2012-10-07"
"14611","RS","PAVERAMA","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",2200,0,"2012-10-07"
"14612","RS","BARRA DO RIBEIRO","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",2347,0,"2012-10-07"
"14613","RS","CANOAS","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",4359,0,"2012-10-07"
"14614","RS","CANOAS","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",5626,0,"2012-10-07"
"14615","RS","CONDOR","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",2461,0,"2012-10-07"
"14616","RS","PICADA CAFÉ","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",1664,0,"2012-10-07"
"14617","RS","MONTENEGRO","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",2977,0,"2012-10-07"
"14618","RS","PELOTAS","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",28878,0,"2012-10-07"
"14619","RS","PORTO ALEGRE","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",1161,0,"2012-10-07"
"14620","RS","PORTO ALEGRE","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",2136,0,"2012-10-07"
"14621","RS","SANTA MARIA","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",8248,0,"2012-10-07"
"14622","RS","PEDRAS ALTAS","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",853,0,"2012-10-07"
"14623","RS","TEUTÔNIA","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",9221,0,"2012-10-07"
"14624","RS","CANOAS","PSOL","PARTIDO SOCIALISMO E LIBERDADE",324,1,"2012-10-07"
"14625","RS","PORTO ALEGRE","PSOL","PARTIDO SOCIALISMO E LIBERDADE",4476,1,"2012-10-07"
"14626","RS","PORTO ALEGRE","PSOL","PARTIDO SOCIALISMO E LIBERDADE",1990,1,"2012-10-07"
"14627","RS","RIO GRANDE","PSOL","PARTIDO SOCIALISMO E LIBERDADE",144,1,"2012-10-07"
"14628","RS","TORRES","PSOL","PARTIDO SOCIALISMO E LIBERDADE",395,1,"2012-10-07"
"14629","RS","CIDREIRA","PSD","PARTIDO SOCIAL DEMOCRÁTICO",1563,0,"2012-10-07"
"14630","RS","PORTO ALEGRE","PC DO B","PARTIDO COMUNISTA DO BRASIL",14710,0,"2012-10-07"
"14631","RS","RIO GRANDE","PC DO B","PARTIDO COMUNISTA DO BRASIL",3370,0,"2012-10-07"
"14632","RS","JABOTICABA","PP","PARTIDO PROGRESSISTA",1571,0,"2012-10-07"
"14633","RS","JAQUIRANA","PP","PARTIDO PROGRESSISTA",2035,0,"2012-10-07"
"14634","RS","ALEGRETE","PP","PARTIDO PROGRESSISTA",15458,0,"2012-10-07"
"14635","RS","EREBANGO","PP","PARTIDO PROGRESSISTA",1120,0,"2012-10-07"
"14636","RS","ARROIO DO SAL","PP","PARTIDO PROGRESSISTA",1304,0,"2012-10-07"
"14637","RS","PROTÁSIO ALVES","PP","PARTIDO PROGRESSISTA",1127,0,"2012-10-07"
"14638","RS","SÃO MIGUEL DAS MISSÕES","PP","PARTIDO PROGRESSISTA",2810,0,"2012-10-07"
"14639","RS","BUTIÁ","PP","PARTIDO PROGRESSISTA",2631,0,"2012-10-07"
"14640","RS","CAÇAPAVA DO SUL","PP","PARTIDO PROGRESSISTA",10632,0,"2012-10-07"
"14641","RS","SALDANHA MARINHO","PP","PARTIDO PROGRESSISTA",1431,0,"2012-10-07"
"14642","RS","MONTAURI","PP","PARTIDO PROGRESSISTA",623,0,"2012-10-07"
"14643","RS","CHIAPETTA","PP","PARTIDO PROGRESSISTA",1958,0,"2012-10-07"
"14644","RS","CORONEL BICACO","PP","PARTIDO PROGRESSISTA",2858,0,"2012-10-07"
"14645","RS","DOM PEDRITO","PP","PARTIDO PROGRESSISTA",10021,0,"2012-10-07"
"14646","RS","BOA VISTA DAS MISSÕES","PP","PARTIDO PROGRESSISTA",1376,0,"2012-10-07"
"14647","RS","NOVO MACHADO","PP","PARTIDO PROGRESSISTA",1510,0,"2012-10-07"
"14648","RS","MAXIMILIANO DE ALMEIDA","PP","PARTIDO PROGRESSISTA",2088,0,"2012-10-07"
"14649","RS","NOVA BRÉSCIA","PP","PARTIDO PROGRESSISTA",1288,0,"2012-10-07"
"14650","RS","SANTO ANTÔNIO DO PALMA","PP","PARTIDO PROGRESSISTA",930,0,"2012-10-07"
"14651","RS","SÃO JOÃO DO POLÊSINE","PP","PARTIDO PROGRESSISTA",1103,0,"2012-10-07"
"14652","RS","SÃO JOSÉ DAS MISSÕES","PP","PARTIDO PROGRESSISTA",1296,0,"2012-10-07"
"14653","RS","SÃO PEDRO DO BUTIÁ","PP","PARTIDO PROGRESSISTA",998,0,"2012-10-07"
"14654","RS","PORTO XAVIER","PP","PARTIDO PROGRESSISTA",3549,0,"2012-10-07"
"14655","RS","QUARAÍ","PP","PARTIDO PROGRESSISTA",3148,0,"2012-10-07"
"14656","RS","SANTIAGO","PP","PARTIDO PROGRESSISTA",18125,0,"2012-10-07"
"14657","RS","SÃO JOSÉ DO OURO","PP","PARTIDO PROGRESSISTA",2162,0,"2012-10-07"
"14658","RS","MONTE ALEGRE DOS CAMPOS","PP","PARTIDO PROGRESSISTA",1460,0,"2012-10-07"
"14659","RS","MARQUES DE SOUZA","PP","PARTIDO PROGRESSISTA",1888,0,"2012-10-07"
"14660","RS","SERTÃO","PP","PARTIDO PROGRESSISTA",2433,0,"2012-10-07"
"14661","RS","TRIUNFO","PP","PARTIDO PROGRESSISTA",6224,0,"2012-10-07"
"14662","RS","TUCUNDUVA","PP","PARTIDO PROGRESSISTA",2028,0,"2012-10-07"
"14663","RS","SÃO JOSÉ DO SUL","PP","PARTIDO PROGRESSISTA",652,0,"2012-10-07"
"14664","RS","TUPANCIRETÃ","PP","PARTIDO PROGRESSISTA",4779,0,"2012-10-07"
"14665","RS","TUPARENDI","PP","PARTIDO PROGRESSISTA",3133,0,"2012-10-07"
"14666","RS","COTIPORÃ","PP","PARTIDO PROGRESSISTA",1778,0,"2012-10-07"
"14667","RS","TEUTÔNIA","PP","PARTIDO PROGRESSISTA",9878,0,"2012-10-07"
"14668","RS","PAROBÉ","PP","PARTIDO PROGRESSISTA",3951,0,"2012-10-07"
"14669","RS","ERNESTINA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",1425,1,"2012-10-07"
"14670","RS","POUSO NOVO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",930,1,"2012-10-07"
"14671","RS","CHAPADA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",3720,1,"2012-10-07"
"14672","RS","BARRA DO RIO AZUL","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",990,1,"2012-10-07"
"14673","RS","FLORES DA CUNHA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",4953,1,"2012-10-07"
"14674","RS","GUAPORÉ","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",6457,1,"2012-10-07"
"14675","RS","MANOEL VIANA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",1855,1,"2012-10-07"
"14676","RS","ILÓPOLIS","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",1617,1,"2012-10-07"
"14677","RS","ITAQUI","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",6968,1,"2012-10-07"
"14678","RS","JAGUARI","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",4164,1,"2012-10-07"
"14679","RS","NÃO-ME-TOQUE","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",5124,1,"2012-10-07"
"14680","RS","PALMEIRA DAS MISSÕES","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",10144,1,"2012-10-07"
"14681","RS","XANGRI-LÁ","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",3998,1,"2012-10-07"
"14682","RS","MAÇAMBARÁ","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",1501,1,"2012-10-07"
"14683","RS","SANTA VITÓRIA DO PALMAR","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",7789,1,"2012-10-07"
"14684","RS","SANTO ÂNGELO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",18988,1,"2012-10-07"
"14685","RS","UBIRETAMA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",929,1,"2012-10-07"
"14686","RS","SÃO LUIZ GONZAGA","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",6190,1,"2012-10-07"
"14687","RS","SAPUCAIA DO SUL","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",1849,1,"2012-10-07"
"14688","RS","BOZANO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",866,1,"2012-10-07"
"14689","RS","SÃO PEDRO DAS MISSÕES","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",872,1,"2012-10-07"
"14690","RS","TIO HUGO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",1176,1,"2012-10-07"
"14691","RS","CAPÃO DO LEÃO","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",5421,1,"2012-10-07"
"14692","RS","FORTALEZA DOS VALOS","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",1770,1,"2012-10-07"
"14693","RS","CRISTAL","PT","PARTIDO DOS TRABALHADORES",1404,1,"2012-10-07"
"14694","RS","VISTA GAÚCHA","PT","PARTIDO DOS TRABALHADORES",894,1,"2012-10-07"
"14695","RS","CARAZINHO","PT","PARTIDO DOS TRABALHADORES",5506,1,"2012-10-07"
"14696","RS","ENTRE RIOS DO SUL","PT","PARTIDO DOS TRABALHADORES",1102,1,"2012-10-07"
"14697","RS","CRISSIUMAL","PT","PARTIDO DOS TRABALHADORES",4017,1,"2012-10-07"
"14698","RS","BARRA DO GUARITA","PT","PARTIDO DOS TRABALHADORES",1064,1,"2012-10-07"
"14699","RS","BARRA FUNDA","PT","PARTIDO DOS TRABALHADORES",1062,1,"2012-10-07"
"14700","RS","ESTÂNCIA VELHA","PT","PARTIDO DOS TRABALHADORES",8706,1,"2012-10-07"
"14701","RS","MORRO REUTER","PT","PARTIDO DOS TRABALHADORES",2071,1,"2012-10-07"
"14702","RS","LAJEADO","PT","PARTIDO DOS TRABALHADORES",27566,1,"2012-10-07"
"14703","RS","PINHAL GRANDE","PT","PARTIDO DOS TRABALHADORES",1713,1,"2012-10-07"
"14704","RS","MOSTARDAS","PT","PARTIDO DOS TRABALHADORES",258,1,"2012-10-07"
"14705","RS","SALVADOR DAS MISSÕES","PT","PARTIDO DOS TRABALHADORES",1144,1,"2012-10-07"
"14706","RS","NOVO HAMBURGO","PT","PARTIDO DOS TRABALHADORES",0,1,"2012-10-07"
"14707","RS","PORTO ALEGRE","PT","PARTIDO DOS TRABALHADORES",6657,1,"2012-10-07"
"14708","RS","PORTO ALEGRE","PT","PARTIDO DOS TRABALHADORES",7005,1,"2012-10-07"
"14709","RS","PORTO ALEGRE","PT","PARTIDO DOS TRABALHADORES",5322,1,"2012-10-07"
"14710","RS","RIO GRANDE","PT","PARTIDO DOS TRABALHADORES",28657,1,"2012-10-07"
"14711","RS","RODEIO BONITO","PT","PARTIDO DOS TRABALHADORES",2307,1,"2012-10-07"
"14712","RS","FLORIANO PEIXOTO","PT","PARTIDO DOS TRABALHADORES",997,1,"2012-10-07"
"14713","RS","RONDA ALTA","PT","PARTIDO DOS TRABALHADORES",3758,1,"2012-10-07"
"14714","RS","SANTA VITÓRIA DO PALMAR","PT","PARTIDO DOS TRABALHADORES",9544,1,"2012-10-07"
"14715","RS","SANTIAGO","PT","PARTIDO DOS TRABALHADORES",4723,1,"2012-10-07"
"14716","RS","SÃO PEDRO DO SUL","PT","PARTIDO DOS TRABALHADORES",7152,1,"2012-10-07"
"14717","RS","CAPÃO DO LEÃO","PT","PARTIDO DOS TRABALHADORES",5378,1,"2012-10-07"
"14718","RS","ALVORADA","PTB","PARTIDO TRABALHISTA BRASILEIRO",23082,0,"2012-10-07"
"14719","RS","BAGÉ","PTB","PARTIDO TRABALHISTA BRASILEIRO",10160,0,"2012-10-07"
"14720","RS","POUSO NOVO","PTB","PARTIDO TRABALHISTA BRASILEIRO",661,0,"2012-10-07"
"14721","RS","CIDREIRA","PTB","PARTIDO TRABALHISTA BRASILEIRO",2564,0,"2012-10-07"
"14722","RS","MARIANA PIMENTEL","PTB","PARTIDO TRABALHISTA BRASILEIRO",1628,0,"2012-10-07"
"14723","RS","SÃO PEDRO DA SERRA","PTB","PARTIDO TRABALHISTA BRASILEIRO",1006,0,"2012-10-07"
"14724","RS","QUARAÍ","PTB","PARTIDO TRABALHISTA BRASILEIRO",5645,0,"2012-10-07"
"14725","RS","LAGOA BONITA DO SUL","PTB","PARTIDO TRABALHISTA BRASILEIRO",1239,0,"2012-10-07"
"14726","RS","PIRAPÓ","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1072,0,"2012-10-07"
"14727","RS","FAGUNDES VARELA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",989,0,"2012-10-07"
"14728","RS","ANTA GORDA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",2274,0,"2012-10-07"
"14729","RS","GLORINHA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",3072,0,"2012-10-07"
"14730","RS","CANELA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",10400,0,"2012-10-07"
"14731","RS","CERRO GRANDE DO SUL","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",3687,0,"2012-10-07"
"14732","RS","AMARAL FERRADOR","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",2332,0,"2012-10-07"
"14733","RS","ANDRÉ DA ROCHA","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",657,0,"2012-10-07"
"14734","RS","ALTO FELIZ","PMDB","PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO",1274,0,"2012-10-07"
